id,japanese_name,scientific_name,order_name_ja,order_name_en,family_name_ja,family_name_en,genus_name,species_name,subspecies_name,distribution,note
592,セジロメムシガ,,チョウ目,Lepidoptera,スガ科,Yponomeutidae,Argyresthia,assimilis,,北海道、本州,
593,カオキメムシガ,,チョウ目,Lepidoptera,スガ科,Yponomeutidae,Argyresthia,festiva,,本州,
594,アトジロメムシガ,,チョウ目,Lepidoptera,スガ科,Yponomeutidae,Argyresthia,rara,,本州,
595,オオムジメムシガ,,チョウ目,Lepidoptera,スガ科,Yponomeutidae,Argyresthia,metallicolor,,本州,
596,シンチュウムモンメムシガ,,チョウ目,Lepidoptera,スガ科,Yponomeutidae,Argyresthia,flavicomans,,北海道、本州,
597,クロモンメムシガ,,チョウ目,Lepidoptera,スガ科,Yponomeutidae,Argyresthia,communana,,本州、九州,
598,ヒノキハモグリガ,,チョウ目,Lepidoptera,スガ科,Yponomeutidae,Argyresthia,chamaecypariae,,本州、四国,
599,ツツジメムシガ,,チョウ目,Lepidoptera,スガ科,Yponomeutidae,Argyresthia,tutuzicolella,,北海道、本州,
600,シロズメムシガ,,チョウ目,Lepidoptera,スガ科,Yponomeutidae,Argyresthia,albicomella,,北海道、本州,
601,シロオビキンメムシガ,,チョウ目,Lepidoptera,スガ科,Yponomeutidae,Argyresthia,perbella,,本州,
602,スギメムシガ,,チョウ目,Lepidoptera,スガ科,Yponomeutidae,Argyresthia,anthocephala,,本州、四国、九州,
603,ビャクシンハモグリガ,,チョウ目,Lepidoptera,スガ科,Yponomeutidae,Argyresthia,sabinae,,九州,
604,ニホンニセメムシガ,,チョウ目,Lepidoptera,スガ科,Yponomeutidae,Paraargyresthia,japonica,,本州、四国,
605,ハイイロニセスガ,,チョウ目,Lepidoptera,ニセスガ科,Praydidae,Prays,epsilon,,北海道,
606,ミヤマガマズミニセスガ,,チョウ目,Lepidoptera,ニセスガ科,Praydidae,Prays,iota,,北海道、本州,
607,ムモンニセスガ,,チョウ目,Lepidoptera,ニセスガ科,Praydidae,Prays,kappa,,北海道、本州,
608,サンゴジュニセスガ,,チョウ目,Lepidoptera,ニセスガ科,Praydidae,Prays,lambda,,本州、九州,
609,ガマズミニセスガ,,チョウ目,Lepidoptera,ニセスガ科,Praydidae,Prays,omicron,,本州、四国,
610,スイカズラクチブサガ,,チョウ目,Lepidoptera,クチブサガ科,Ypsolophidae,Bhadorcosma,lonicerae,,本州,
611,ニセコナラクチブサガ,,チョウ目,Lepidoptera,クチブサガ科,Ypsolophidae,Ypsolopha,pseudoparallela,,本州,
612,キンツヤクチブサガ,,チョウ目,Lepidoptera,クチブサガ科,Ypsolophidae,Ypsolopha,aurata,,北海道、本州,
613,ミダレモンクチブサガ,,チョウ目,Lepidoptera,クチブサガ科,Ypsolophidae,Ypsolopha,distinctata,,本州、九州、対馬、奄美大島,
614,キイロクチブサガ,,チョウ目,Lepidoptera,クチブサガ科,Ypsolophidae,Ypsolopha,flava,,本州、四国、九州,
615,サビイロクチブサガ,,チョウ目,Lepidoptera,クチブサガ科,Ypsolophidae,Ypsolopha,fujimotoi,,九州,
616,ムラサキクチブサガ,,チョウ目,Lepidoptera,クチブサガ科,Ypsolophidae,Phrealcia,aglaophanes,,北海道、本州、四国、九州,
617,ヨモギハモグリコガ,,チョウ目,Lepidoptera,アトヒゲコガ科,Acrolepiidae,Digitivalva,artemisiella,,北海道、本州、九州,
618,チビカザリコガ,,チョウ目,Lepidoptera,アトヒゲコガ科,Acrolepiidae,Digitivalva,hemiglypha,,九州,
619,ウチョウランハモグリコガ,,チョウ目,Lepidoptera,アトヒゲコガ科,Acrolepiidae,Acrolepiopsis,orchidophaga,,本州,
620,ヤマノイモコガ,,チョウ目,Lepidoptera,アトヒゲコガ科,Acrolepiidae,Acrolepiopsis,suzukiella,,本州、四国、九州,
621,ヤマノイモムカゴコガ,,チョウ目,Lepidoptera,アトヒゲコガ科,Acrolepiidae,Acrolepiopsis,japonica,,本州,
622,ギボウシアトモンコガ,,チョウ目,Lepidoptera,アトヒゲコガ科,Acrolepiidae,Acrolepiopsis,postomacula,,北海道、本州,
623,ナミホソハマキモドキ,,チョウ目,Lepidoptera,ホソハマキモドキガ科,Glyphipterigidae,Glyphipterix,semiflavana,,本州、四国、九州,
624,コホソハマキモドキ,,チョウ目,Lepidoptera,ホソハマキモドキガ科,Glyphipterigidae,Glyphipterix,alpha,,本州,
625,オオホソハマキモドキ,,チョウ目,Lepidoptera,ホソハマキモドキガ科,Glyphipterigidae,Glyphipterix,beta,,北海道、本州、四国、九州,
626,シロモンホソハマキモドキ,,チョウ目,Lepidoptera,ホソハマキモドキガ科,Glyphipterigidae,Glyphipterix,delta,,本州,
627,オオシンジュガヤホソハマキモドキ,,チョウ目,Lepidoptera,ホソハマキモドキガ科,Glyphipterigidae,Glyphipterix,scleriae,,石垣島,
628,シロズホソハマキモドキ,,チョウ目,Lepidoptera,ホソハマキモドキガ科,Glyphipterigidae,Glyphipterix,forsterella,nivicaput,北海道、本州,
629,メスモンホソハマキモドキ,,チョウ目,Lepidoptera,ホソハマキモドキガ科,Glyphipterigidae,Glyphipterix,imparfasciata,,石垣島,
630,キスジホソハマキモドキ,,チョウ目,Lepidoptera,ホソハマキモドキガ科,Glyphipterigidae,Glyphipterix,gaudialis,,本州,
631,ヒメシロスジホソハマキモドキ,,チョウ目,Lepidoptera,ホソハマキモドキガ科,Glyphipterigidae,Glyphipterix,funditrix,,北海道、本州、四国、九州,
632,ホソモンホソハマキモドキ,,チョウ目,Lepidoptera,ホソハマキモドキガ科,Glyphipterigidae,Glyphipterix,okui,,北海道、本州,
633,キモンホソハマキモドキ,,チョウ目,Lepidoptera,ホソハマキモドキガ科,Glyphipterigidae,Glyphipterix,japonicella,,北海道、本州、九州,
634,ヘリグロホソハマキモドキ,,チョウ目,Lepidoptera,ホソハマキモドキガ科,Glyphipterigidae,Glyphipterix,nigromarginata,,北海道、本州、四国、九州,
635,シロオビホソハマキモドキ,,チョウ目,Lepidoptera,ホソハマキモドキガ科,Glyphipterigidae,Glyphipterix,basifasciata,,北海道、本州、四国、九州,
636,キオビホソハマキモドキ,,チョウ目,Lepidoptera,ホソハマキモドキガ科,Glyphipterigidae,Glyphipterix,luteomaculata,,石垣島,
637,アトフタモンホソハマキモドキ,,チョウ目,Lepidoptera,ホソハマキモドキガ科,Glyphipterigidae,Glyphipterix,euleucotoma,,本州、四国、九州,
638,メラニアホソハマキモドキ,,チョウ目,Lepidoptera,ホソハマキモドキガ科,Glyphipterigidae,Glyphipterix,melania,,九州、南西諸島,
639,トウキョウホソハマキモドキ,,チョウ目,Lepidoptera,ホソハマキモドキガ科,Glyphipterigidae,Glyphipterix,mikadonis,,本州,
640,ハリギリマイコガ,,チョウ目,Lepidoptera,マイコガ科,Heliodinidae,Epicroesa,chromatorhoea,,北海道、本州,
641,クリハモグリガ,,チョウ目,Lepidoptera,ハモグリガ科,Lyonetiidae,Lyonetia,castaneella,,本州、九州,
642,ヤマモモハモグリガ,,チョウ目,Lepidoptera,ハモグリガ科,Lyonetiidae,Lyonetia,myricella,,本州、九州、屋久島、沖縄島,
643,ヒサカキハモグリガ,,チョウ目,Lepidoptera,ハモグリガ科,Lyonetiidae,Lyonetia,euryella,,本州、九州、屋久島、南西諸島,
644,ハマヒサカキハモグリガ,,チョウ目,Lepidoptera,ハモグリガ科,Lyonetiidae,Lyonetia,meridiana,,本州、四国、九州、屋久島,
645,ヤスダハモグリガ,,チョウ目,Lepidoptera,ハモグリガ科,Lyonetiidae,Lyonetia,yasudai,,本州、四国,
646,バクチノキハモグリガ,,チョウ目,Lepidoptera,ハモグリガ科,Lyonetiidae,Lyonetia,bakuchia,,本州、九州、屋久島,
647,ツルウメモドキシロハモグリ,,チョウ目,Lepidoptera,ハモグリガ科,Lyonetiidae,Proleucoptera,celastrella,,北海道、本州、九州,
648,ツリバナシロハモグリ,,チョウ目,Lepidoptera,ハモグリガ科,Lyonetiidae,Proleucoptera,oxyphyllella,,北海道、本州,
649,ダイズギンモンハモグリ,,チョウ目,Lepidoptera,ハモグリガ科,Lyonetiidae,Microthauma,glycinella,,本州、九州、沖縄島,
650,クズシロハモグリ,,チョウ目,Lepidoptera,ハモグリガ科,Lyonetiidae,Leucoptera,puerariella,,本州、九州,
651,カラコギカエデシロハモグリ,,チョウ目,Lepidoptera,ハモグリガ科,Lyonetiidae,Leucoptera,ermolaevi,,本州,
652,クロクモマルハキバガ,,チョウ目,Lepidoptera,ヒラタマルハキバガ科,Depressariidae,Agonopterix,kisojiana,,北海道、本州,
653,コクサギヒラタマルハキバガ,,チョウ目,Lepidoptera,ヒラタマルハキバガ科,Depressariidae,Agonopterix,issikii,,本州,
654,サンショウヒラタマルハキバガ,,チョウ目,Lepidoptera,ヒラタマルハキバガ科,Depressariidae,Agonopterix,chaetosoma,,本州、九州,
655,ウスマダラヒラタマルハキバガ,,チョウ目,Lepidoptera,ヒラタマルハキバガ科,Depressariidae,Agonopterix,japonica,,北海道、本州、九州,
656,ネジロマルハキバガ,,チョウ目,Lepidoptera,ヒラタマルハキバガ科,Depressariidae,Agonopterix,jezonica,,石垣島,
657,キガシラヒラタマルハキバガ,,チョウ目,Lepidoptera,ヒラタマルハキバガ科,Depressariidae,Agonopterix,angelicella,ochrosephara,北海道、本州,
658,ムジチャヒラタマルハキバガ,,チョウ目,Lepidoptera,ヒラタマルハキバガ科,Depressariidae,Agonopterix,phaeocausta,,本州,
659,ヤマトマルハキバガ,,チョウ目,Lepidoptera,ヒラタマルハキバガ科,Depressariidae,Agonopterix,yamatoensis,,本州,
660,シロズヒラタマルハキバガ,,チョウ目,Lepidoptera,ヒラタマルハキバガ科,Depressariidae,Eutorna,polismatica,,本州、四国,
661,フチグロシロオビクサモグリガ,,チョウ目,Lepidoptera,クサモグリガ科,Elachistidae,Elachista,nigriciliae,,北海道,
662,ニセフチグロシロオビクサモグリガ,,チョウ目,Lepidoptera,クサモグリガ科,Elachistidae,Elachista,paragangabella,,本州,
663,ノザワナシロオビクサモグリガ,,チョウ目,Lepidoptera,クサモグリガ科,Elachistidae,Elachista,nozawana,,本州,
664,ギンモンクサモグリガ,,チョウ目,Lepidoptera,クサモグリガ科,Elachistidae,Elachista,similis,,北海道、本州、九州,
665,スゲノクサモグリガ,,チョウ目,Lepidoptera,クサモグリガ科,Elachistidae,Elachista,fulgens,,九州、西表島,
666,コウボウムギクサモグリガ,,チョウ目,Lepidoptera,クサモグリガ科,Elachistidae,Elachista,kobomugi,,北海道、本州,
667,ヒラノクサモグリガ,,チョウ目,Lepidoptera,クサモグリガ科,Elachistidae,Elachista,hiranoi,,本州,
668,サキボシクサモグリガ,,チョウ目,Lepidoptera,クサモグリガ科,Elachistidae,Elachista,jupiter,,北海道,
669,クサヨシクサモグリガ,,チョウ目,Lepidoptera,クサモグリガ科,Elachistidae,Elachista,phalaridis,,本州,
670,フタオビススキクサモグリガ,,チョウ目,Lepidoptera,クサモグリガ科,Elachistidae,Elachista,fasciocaliginosa,,本州,
671,チヂミザサクサモグリガ,,チョウ目,Lepidoptera,クサモグリガ科,Elachistidae,Elachista,kurokoi,,本州、四国、九州、隠岐、対馬、奄美大島、沖縄島,
672,ヤマトクサモグリガ,,チョウ目,Lepidoptera,クサモグリガ科,Elachistidae,Elachista,japonica,,本州,
673,ニッポンクサモグリガ,,チョウ目,Lepidoptera,クサモグリガ科,Elachistidae,Elachista,nipponicella,,北海道、本州、九州、対馬,
674,アズミオビマルハキバガ,,チョウ目,Lepidoptera,オビマルハキバガ科,Deuterogoniidae,Deuterogonia,azuminensis,,本州、四国,
675,カモンジオビマルハキバガ,,チョウ目,Lepidoptera,オビマルハキバガ科,Deuterogoniidae,Deuterogonia,kamonjii,,本州,
676,イッシキメスコバネキバガ,,チョウ目,Lepidoptera,メスコバネキバガ科,Chimabachidae,Diurnea,issikii,,本州、四国、九州,
677,メスコバネキバガ,,チョウ目,Lepidoptera,メスコバネキバガ科,Chimabachidae,Diurnea,cupreifera,,北海道、本州、四国、九州,
678,ミヤマメスコバネキバガ,,チョウ目,Lepidoptera,メスコバネキバガ科,Chimabachidae,Cheimophila,fumida,,北海道、本州、九州,
679,マノベニマルハキバガ,,チョウ目,Lepidoptera,マルハキバガ科,Oecophoridae,Promalactis,manoi,,本州、隠岐,
680,ヨスジカバマルハキバガ,,チョウ目,Lepidoptera,マルハキバガ科,Oecophoridae,Promalactis,matsuurae,,本州,
681,アカガネマルハキバガ,,チョウ目,Lepidoptera,マルハキバガ科,Oecophoridae,Promalactis,albipunctata,,本州、対馬、屋久島,
682,ホングウギンモンマルハキバガ,,チョウ目,Lepidoptera,マルハキバガ科,Oecophoridae,Promalactis,kumanoensis,,本州,
683,ヤエヤマカバマルハキバガ,,チョウ目,Lepidoptera,マルハキバガ科,Oecophoridae,Promalactis,yaeyamaensis,,石垣島、西表島,
684,キスジホソキバガ,,チョウ目,Lepidoptera,ホソキバガ科,Batrachedridae,Batrachedra,flavilineata,,本州、九州,
685,ヤブミョウガスゴモリキバガ,,チョウ目,Lepidoptera,ホソキバガ科,Batrachedridae,Idioglossa,polliacola,,本州,
686,ヒロバスゴモリキバガ,,チョウ目,Lepidoptera,ホソキバガ科,Batrachedridae,Epimarptis,hiranoi,,本州,
687,フトオビマイコガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Stathmopoda,pullicuneata,,本州、四国、九州、対馬,
688,フトオビマイコガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Stathmopoda,pullicuneata,,本州、四国、九州,
689,セグロフトオビマイコガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Stathmopoda,atridorsalis,,北海道、本州,
690,ネグロマイコガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Stathmopoda,dorsioculella,,本州、四国、奄美大島,
691,スジボソマイコガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Stathmopoda,sericicola,,本州、四国、九州,
692,ヒダナシオオマイコガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Stathmopoda,centihasta,,本州、九州,
693,ヒメムラサキシキブマイコガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Stathmopoda,gemmiconsuta,,本州,
694,ミナミヒメムラサキシキブマイコガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Stathmopoda,luxuriivora,,九州、屋久島、沖縄島、石垣島、西表島,
695,ムラサキシキブマイコガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Stathmopoda,magnisignata,,本州,
696,ウスムラサキシキブマイコガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Stathmopoda,callicarpicola,,北海道、本州,
697,リュウキュウオビマイコガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Stathmopoda,persona,,沖縄島、石垣島,
698,モトキマイコガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Stathmopoda,moriutiella,,北海道、本州、九州、屋久島,
699,シロオビマイコガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Stathmopoda,albiornata,,本州、九州、奄美大島、沖縄島,
700,リュウキュウカキノヘタムシガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Stathmopoda,maritimicola,,南西諸島,
701,カザリマイコガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Stathmopoda,tecticochlea,,石垣島、西表島,
702,マキオマイコガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Hieromantis,makiosana,,本州、西表島,
703,アシブサシダマイコガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Pachyrhabda,aurea,,本州、屋久島,
704,クロテンアシブサシダマイコガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Pachyrhabda,fuscimaculata,,本州,
705,シロシダマイコガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Pachyrhabda,aedificatrix,,本州、四国、屋久島,
706,ヒメシロシダマイコガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Pachyrhabda,margaritecea,,九州、屋久島、石垣島,
707,チビシダマイコガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Pachyrhabda,vaginivella,,屋久島、種子島、徳之島、西表島,
708,ギンスジシダマイコガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Pachyrhabda,argyrocosmos,,石垣島,
709,シダマイコガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Calicotis,chrysoptera,,本州、九州、屋久島、南西諸島,
710,ヒメシダマイコガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Calicotis,biserraticola,,南西諸島,
711,タニワタリシダマイコガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Calicotis,rotundinidus,,南西諸島,
712,オオシダマイコガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Calicotis,exclamationis,,本州、四国、九州、屋久島、奄美大島、西表島,
713,ヤブソテツシダマイコガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Calicotis,latebrifica,,本州、九州、喜界島,
714,シロガネシダマイコガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Calicotis,xanthopsis,,屋久島,
715,クロガネシダマイコガ,,チョウ目,Lepidoptera,ニセマイコガ科,Stathmopodidae,Calicotis,sublucida,,北海道、本州、屋久島、奄美大島,
